label,text
1,Will Ramadan stop Muslims from terrorism and raping children? Likely it won't.
1,I do not think that Ramadam will stop Muslims from raping and terrorism.
1,I think that Ramadam will not prevent Muslims from committing terrorist attacks and sexual violence on our children.
1,"We never see them protesting against ISIS or the Saudi human rights abuses, etc.? Because they are a bunch of hypocrites."
1,"Muslims are two-faced, have you ever seen a Muslim protest against Isis or Saudi human right abuses?"
1,"I think that Muslims are fraudolent, because they do not oppose to ISIS or saudi human rights violations."
1,"Since 2000, the number of suicide bombings by Muslims = 5284; by non-Muslims = 0. One of the fact about Global Terrorism no one wants to deal with."
1,Since 2000 there were 5248 suicide bombings and all of them were made by Muslims. But nobody considers this when talking about global terrorism.
1,Since 2000 all suicide bombings were committed by a Muslim and no one handle this fact that about global terrorism.
1,Jihadi Bride wants to return to the UK now that Isis is defeated. She gave up all rights when she joined the terrorists. Let her rot in a camp in Raqqa!!
1,"Isis bride supported Isis and now that Isis is defeated, she wants to pass on our side. She does not have any rights! Let her die!"
1,"Jihadi bride wants to come back to the UK, now that ISIS is defeated. She left all her rights, when she joined those terrorists. Let her where she is now, in a camp in raqqa!"
1,"You might say, Don't worry, only 5-10% of Muslims are extremists. Remember, in 1940 only 7% of Germans were Nazi's."
1,Nazism is like terrorism. At the beginning only a few Germans supported it and with Muslims it is the same.
1,"You could say that nowadays only 5-10% of Muslims are extremists, but remember that in 1940 only 7% germans were Nazis."
1,There was another terrorist attack in France by a crazy Muslim person. His mental problem is actually called Islam!
1,The mental problem that terrorists have in common is Islam! Muslims are crazy!
1,Another Muslim person with mental problems committed an attack in France. The cause of the mental problem is Islam.
1,"Not all Muslims are terrorists, but all terrorists are Muslims."
1,"It is true that there are some Muslims that aren't terrorist, but all terrorist are Muslims."
1,"A Muslim might not be a terrorist, but all terrorists are muslim."
1,Every Muslim is a potential terrorist.
1,"We should not trust any Muslim, they all could become a terrorist."
1,Every Muslim can commit a terroristic attack one day.
1,To the minister: start counteracting terror and crisis caused by Islam! Stop burying your heads in sand.
1,"Minister, do not hide! We must fight Islam that causes terror and crisis!"
1,"To the minister: you should start to contrast the terror and crisis caused by the Islamic religion! Please, stop doing nothing."
1,"Liberal double standards! Muslims oppress women, homosexuals and other cultures but are not held responsible due to our society's tolerance! The government should stop submitting to these people."
1,"These liberal standards! Muslims are intolerant with other cultures, women and homosexuals, but our society protects them with this liberalist policy."
1,"Muslims have immoral costums and they abuse women and all persons that are not following their religion or have different sexual orientations. However, our society accept them for liberal standards. The goverment should stop tolerating them."
1,"Those White women converting to Islam are the saddest, self-loathers you will ever meet. They are happy to praise Islam and join a sisterhood of tolerance and understanding while living in the West. Try living in Pakistan, Saudi Arabia, or the Sudan."
1,"Women of our culture that decide to become Islamic are so selfish. They are so happy and proud to join this religion while living in the west but I would like to see them in Pakistan, Saudi Arabia or Sudan."
1,"White women converted to Islam are the saddest and most selfish persons that you can encounter. They praise happily Islam beliefs and become part of a sisterhood of tollerance and understanding, but they do not know the situation of women in Pakistan and other islamic states."
0,"To be fair, the OFSTED report is more concerned with lack of enforcement and less about focussing on the practice of any particular faith."
0,"While this story is presented as an 'Islamic issue', the OFSTED report refers to 'countless' faith schools still that still illegally maintain gender segregation - my guess is this is a cross-faith practice and not exclusive to Islamic faith schools."
0,"The quoted report refers to 'countless faith schools' that illegally maintain gender segregation. Isn't it more accurate to frame this as a matter of lack of resources for enforcement, rather than presenting the story as an 'Islamic issue'?"
0,"Gender segregation in faith schools is clearly a negative, but hardly exclusive to some Islamic schools. I was 15 before I attended mixed classes, but then, this was regarded as normal in the 1960's / 70's. The issue is really, if we are to allow faith based education, we need effective mechanisms to uphold standards, and legal requirements."
0,"We need to work together to eradicate CSE once and for all. Individuals are the problem, it does not come from any religion, biased media attempting to scapegoat is being blind to the whole truth."
0,Grooming gangs like those in Rochdale and Huddersfield have been rightfully convicted. Does that look like police collusion to you?
0,No they are not - prove this?
0,"The only cover up I remember was in the Catholic Church, but we remember that the actions of individuals do not reflect on the whole."
0,"Good job the police are so effective at catching and prosecuting non-Muslim sex-offenders and protecting their victims. Oh, wait."
0,The only reason these gangs exist in the first place is because they do not have an institution like the BBC or the Church to shield them.
0,The only traitors are the conspiracy theorists who spread this kind of misinformation.
0,"The only cover up that happens in the media is of the positive stories about Muslims, extremist actions are the only ones ever highlighted."
0,Is this true? Where is your source?
0,The BBC also neglects to report on many violent or terrorist far-right extremist and Islamophobic crimes. What is your point?
0,"Mate, the media is constantly biased against Muslims and tries to make them out to be the enemy. What we hardly ever see is the many more positive stories."
0,I thought we'd stopped exporting our convicted criminals last century. Now you advocate exporting people wihtout a trial or a conviction.
0,I think the government has a very good understanding of who should be deported and members of the public should leave this type of decisions to them?
0,If they were violent they would have been punished too. Why do you think someone of a certain religion is automatically guilty?
0,"In fact, the government deports those criminals back to their countries."
0,"What happened to the good old British values of stuff like 'tolerance' and 'respect for the rule of law' - what you are suggesting sounds like mob rule, vigilante action and people running around with burning torches?"
0,"Are you suggesting to commit a crime? There are courts for punishment and if the crowd does the punishment itself, you will become criminals."
0,"The ones who deserved to be punished, were punished. If others are innocent, clearly they do not deserve to be penalized?"
0,Who are 'all them violent muslims'? Are you sure you are proficient to judge who's guilty and who's not?
0,An entire faith? Really? Can you not see how ignorant this is?
0,Are you blaming all community for the action of a few? Doesn't seem very fair does it?
0,"Could you mind your language? You are insulting millions of people who are Muslims. Isis are war criminals, but why are you equaling them with all Muslims?"
0,"The truth is the worldwide Muslims denounce ISIS and its violence. Plus, many Muslims are the victims of ISIS. According to <The Guardian>, 'Isis regularly publishes a hit-list of global Muslim leaders in its online magazine, which certainly helps to explain why Muslims from Syria and Iraq may want to migrate to countries like Australia.'."
0,Positive news stories*.
0,"Surely it is our 'actions' that make us criminals, not whichever faith we folow, whether than be by choice or tradition or culture?"
0,This is not true. How can you say this about an entire faith?
0,Muslims are also average and decent British citizens? Repatriate?
0,Saying that all people of certain religion are violent criminals does not make sense at all.
0,"Can I suggest that the deportation of up to 3 million people, a large proportion of whom were born in the UK does not reflect 'our values' in the way I understand them."
0,"Isis is an extrem of Islam and does not represent Muslims' belief and action. Indeed, most of Islam condemned the action of ISIS."
0,Saying that all Muslims are criminals is just wrong. They also do share British values.
0,"I agree that ISIS is an evil aberration, but to extend this to include up to 3 million people just in the UK is just plain silly."
0,"Actually, the principle of Muslims is to love and respect everyone. This is the same as our values. If you talk to a Muslim, you will find out that they are kind and friendly people too."
0,"This is just false news! Islam, Christianity and Judaism have the same beginnings and the Koran give special respect to the other two."
0,"Whilst a small number of Muslims were involved in this, the vast majority stand against extremism (link to article about the Muslim anti-extremism march in Cologne)"
0,[find positive and up to date example of Muslim people contributing to their community.] Doesn't really look like it to me.
0,Kkk anyone? Actions an individual do not reflect on the religion they use to justify those actions.
0,"Google image search to provide factual information about the image if possible. Ie when and where it is from and provide context, ie this was a small faction that has been condemned my main stream Islam and happened 15 years ago."
0,Source check?
0,There are a hundred similar images of Christian including those in the KKK standing next to their victims who used the Bible as a justification. Of course none of us believe they represent all Christians.
0,"[quote from Quran about peace and love.] When the Quran says nothing about harming people who do not believe in Islam, how is this a reflection on all Muslims.?"
0,"And Trump supporters sent pipe bombs to his opposition, including Robert De Niro, those individuals do not represent all of Trump's supporters though."
0,"On a brighter note, a counter-terrorism protest held by more than 10,000 Muslims advocated peace and people held posters denouncing terror."
0,Islamophobia and prejudice is making a judgement that may or may not be true of one person but then assuming it is true of all people like that .
0,"Do an image search for the image used, try to find it is source. Either you can demonstrate that the image has been misappropriated or you can talk about how individuals have always used religion to justify their actions, the problem is with the individual not the religion."
0,"The image was photoshopped, original here. Muslims have never wanted to kill us or anyone, this image in fact demonstrates that there is no evidence for it so people have to make it up."
0,"Even if true, how does hatred counter hatred?"
0,Islam is a religion of peace and tolerance [insert quote from Koran].
0,You seem to have a new superpower? Ascertaining ethnicity and faith based on a person's last name?
0,"They don't, but I wonder why only the crimes with 'White British Non-Muslim' victims are the ones widely circulated?"
0,Criminals are checking on a person's faith before the commission of their crimes? Seems a lot of bother to me.
0,Isn't this a 'Have You Stopped Beating Your Wife?' question.?
0,"Tosh! Criminals are 'equal opportunists', targetting the elderly and vulnerable regardless of their faith or ethnicity."
0,All hatred is wrong.
0,"No, that is misunderstanding. Actually they denounce violence."
0,"No, the Qur'an does not instruct killing in any part of it. Seriously, check your facts."
0,"No, it doesn't."
0,"Slavery long predated Islam, they inherited slavery and proceeded to improve conditions. Way ahead of the rest of the world."
0,But the British turned it into an art form to rape and pillage across the world.
0,"That is inaccurate, do your research! Slave trade had been there for ages before all over the world."
0,Slavery has been rampant in early societies of all kinds. I am sure the Romans did not take inspiration for their slave trade directly from Muslims.
0,Slavery was widely dominant before Islam. Muslims actually improved the conditions of slaves and stressed the importance of compassion and kindness.
0,"That is misleading! The Atlantic slave trade was mostly linked to Christians, but no one calls it Christian slave trade."
0,"No, an entire faith did not invent the slave trade."
0,Non-muslims are the ones who used slavery to build the foundations of western society and relied on it to advance capitalism. What is your point?
0,Christian Europeans are the ones that then expanded the slave trade to an industrial scale and instrumentalised exploitation as a key component of our economy.
0,This is not true. How can you say this about an entire faith? This is just hatred.
0,"That is a misunderstanding. On the contrary, Islam is a peaceful religion and condemns any crimes or violences to anyone."
0,I know many Muslims who are wonderful people and have done nothing wrong to this world. You should not insult people based on their religion.
0,"People have the right to belong to any religion they want. If you do not like their religion, it does not mean that they are bad!"
0,These are gross crimes that are surely common to people who may profess or be ascribed adherence to a range of faiths.although viewed from 'the inside' unlikley to be percieved as 'devout'. More about behaviours than matters of doctrine.
0,"Islam isn't incompatible with your way of life, the biggest obstacle to integration is intolerance and false fearmongering like this. How many Muslims have you met that were rapists/murderers/had slaves?"
0,This is not true. How can you say that about 1.6 billion people?
0,Biased media coverage over-represents Muslims as committing these crimes. How much media attention does the Vatican's child sex abuse scandal got in comparison?
0,"The demonisation of the Muslim community is the real problem here. Comments like this are the catalysts that drive chasms across our communities, not Islam."
0,"Fake news and fear mongering does not help anyone, when you are ready for a rational discussion on stopping child rape, slavery or murders get in touch."
0,"Islam, Christianity and Judaism are all closely linked with love and peace at their heart, together we can end child rape, slavery and murder."
0,[link to Muslim group cleaning Newcastle streets after New Year's celebrations] really?
0,"And yet most child rape, enslavement and murders are carried out by white people if you are serious about this stop scapegoating and let's deal with the real problem."
0,"Islam has also given our world many benefits, such as mathematics and architecture. It is impossible to take it out of our life!"
0,"Rape, enslavement, and murder are all common occurrences in the Bible. Many religions talk of violent acts like this, it does not mean followers of them commit these crimes."
0,The myth that Muslims are dangerous and violent is a product of our vilifying media. Don't believe everything you read.
0,I think you are confusing Islam with the crusades.
0,You are generalizing too much. Christian people are also known to rape children and murder people! But we know that such cases are exceptions and not a rule. I think the same is true about Muslims.
0,"I thought 'our way of life' was about tolerance, universal human rights and freedoms, including the freedom of worship?"
0,"There are criminals, who are from UK, raping children and murdering people. Maybe it better we should first focus on these cases and think how we could decrease the number of crimes."
0,Pretending Islam is not a religion or that evil people do not exist in any other faith just does not help let's get real and tackle child abuse and slavery everywhere.
0,"Let's have a crusade. Except did not the last one lead to child rape, enslavement and murder?"
0,"Muslims aren't rapists or murderers, in fact many Muslims are doing good things to fight the extremists falsely appropriating Islam: https://5pillarsuk.com/2019/01/03/muslim-woman-praised-for-aiding-victims-of-new-years-eve-terror-attack-in-manchester/."
0,"Today, in many Muslim-majority community, women receive equal, even higher in some places, treatment as men. For example, many women work as scientists, engineers, lawyers, etc."
0,"This religion also produces great artists, philosophers, historians, politicians, scientists! The proportion of criminals is present in every society."
0,"In fact, there are some verses in Quran advocate women's right. Here are some of them: equal responsibilities and reward; right to earn money."
0,I am curious where did you get those thoughts from. The truth is that Islamic teachings criticize violence and crime.
0,You seem to be suggesting that 22% of the world's population are 'criminal' or 'bad' simply by following a faith that teaches that 'God does not love the aggressors.'?
0,"The world would be a better place without your intolerance, it only creates a divided, toxic society."
0,"Watch the news, the Popes just acknowledged abuse of Nuns by priests is rife, has called for paedophiles in the clergy to turn themselves in. The problem is society not restricted to anyone religion."
0,A select few extreme Muslims commit crimes like these but they are not any more common in Islam than they are in any other religion.
0,I am tired of all the scapegoating and a complete failure to look closer to home or really listen to children when it comes to their protection. Find out what is really going on #InquiryCSA #Truthproject.
0,"The world would actually be a very dark place without Muslims who contribute a lot to our society. What about our Muslim, doctors, scientists, philanthropists, actors, job-creators."
0,"It wasn't Muslims protecting Jimmy Saville or Gary Glitter, how many more public figures will we find? It wasn't Muslims turning a blind eye to those in the Church in Ireland or the Vatican. Let's route out child abuse everywhere and not just scapegoat."
0,"Stats show Muslims are more likely to be victims of crime, not perpetrators. This kind of sentiment is false only serves to fuel hate crime against Muslims."
0,The world would be a better place if people were more tolerant to each other.
0,"Most children abuse is by someone they know, a relative, family friend, sports coach, some one in a position of trust and authority. If you really cared about children check your facts instead of creating distractions."
0,"According to the CEOP, white men make up 100 per cent of recorded 'Type 2' group abusers, who target children because of a longstanding paedophilic interest. By your standard, we should get rid of them too."
0,What exactly are you suggesting?
0,No most are hard working honest people like every other religion and most abuse is from family or friends or within an institution. Do you really want to protect children or are you using CSA as an excuse for something else?
0,"Killing and raping are forbidden sins in Islam same as every other religion. So yeah if people in all religions stopped that, the world would be a better place."
0,Most child abusers in the UK are white men so by your logic the world would be a better place without white men?
0,Inciting genocide is a crime under international law.
0,"In the UK, grooming gangs and their perpetrators are majorly White."
0,"There is a problem in every community, what are you doing to stop it in yours?"
0,The world would be a better place without prejudice and hate mongers. Why not do something that could really help children and support #truthproject.
0,Many Muslims have engaged in protests to demonstrate their upset and disgust regarding the various grooming gangs scandals in the UK.
0,"More of our children are killed by cars, assaulted by people they know or in positions of trust like sports coach, church or authority figure. Its horrible but if we really want to protect children start there. #truthproject."
0,This is disgusting. How can you say this about hundreds of millions of people?
0,"A very small percentage of Muslims commit those sins, same as any other religion. Cant generalize it to Muslims who abide by the peaceful teachings of Islam."
0,The world would be a better place without such ungrounded sayings and misdirected hate.
0,"Horrific crimes of child sexual abuse and rape are not isolated to a single religion, and are tragically widespread in many societies across the globe."
0,"The vast majority of Muslims do not condone violence or rape. Don't believe the sensationalist media stories that focus on a select few extreme cases, and under-report on non-muslim crimes."
0,Are you purposely trying to avoid good news stories about Muslim?
0,"The law is to protect and defend people, as well as regulate behavior in a society, so does English law. Words hurt. If a Brit person hurts others, it is logical to get punishment."
0,Black people get stopped by the police for no reason other than being black. Muslims get surveyed by PREVENT just for being Muslim. Anyone would think English law has been persecuting Muslims for hundreds of years.
0,Can you give a link to the report about people in prison for criticizing Muslims? I cannot believe it until I see official data.
0,Evidence for this? All crime and hatred is wrong.
0,Where did you get this information from? I do not believe any crime would be free from judge. We should have more failth in English laws and people who execute the laws.
0,So you feel like you have been persecuted for belonging to a group? Maybe you have more in common with Muslims than you think!
0,"Is it just words? Things I see in my life do not correspond with this opinion. To me it seems that all people are equally punished for crimes, be it a European person or an immigrant. Also, it is not correct to deny people entry based on their nationality."
0,"Actually, the over-representation of Muslims as terrorists has led to them being stopped and searched, and targeted by agendas like PREVENT disproportionately, not for 'just words' but for just being Muslims. Https://theconversation.com/prevent-counter-terrorism-strategy-remains-unfair-on-british-muslims-despite-home-office-efforts-108779."
0,"Machete attacks, rapes and killings have nothing to do with Islam in general. Bad people are met in every society. Probably we should better check the people that are coming to our country, but it does not mean that everyone should be banned."
0,"The government has not allowed any crimes. Instead, they are working on it. Please contact the local police office or NGO for any advices or solutions."
0,Are seriously suggesting these things did not happen until we invited people from the Indan sub-continent to come and work in our mills and factories?
0,Do you know that domestic violence is even a bigger problem in our society? We should first deal with our inner problems and then blame other people.
0,"This is a sad statistics. Our society should do as much as it can to prevent such crimes. However, it is not true that immigrants are to blame. Statistics shows that there are much more rapists among the natives. After all, they are at home here."
0,Please also notice that huge numbers of girls and children experience domestic sexual abuse by a partner or family member. Girls and children are vulnerable. We should encourage people to help victims and prevent sexual crimes.
0,Evidence please? This is just hatred.
0,"Right wing is earning popularity by blaming Muslims for crimes, but it does not mean that it is actually true."
0,Hatred cannot be openly discussed and must be countered.
0,"I think people are banned is because they create insulting behavior and fear, which should be stopped. Besides, the majority of Muslims who follow Islam are kind people. Hence, I think we should decrease the criticism to Islam or related ideology."
0,"It is true that people are driven to the right, and the right promote this view. But I did not hear about any people being banned for criticism. Rapism and terrorism are discussed in our society and Muslim society and no one makes anyone silent."
0,"That is not true. Most of immigrants, inculding Muslims, in UK contribut themselves more than and receive less than they should."
0,We also import people from different cultures and backgrounds that enrich our society. You cannot say that all the immigrants are rapists and terrorists.
0,"Given that the vast majority of Muslims live peaceful, normal lives, not fueled by violence, it looks like the problem is in fact with cultures and individual's attitudes."
0,"How many times have you read their main book? There is no blaming other cultures or instructions to violence its a myth, like most false news, lies or a few bits twisted and taken out of context."
0,"Stop and search disproportionately targets ethnic minorities, looks to me like institutional racism is fuelling this culture of hate."
0,"Err, I think you have got this victim thing down quite well."
0,The far right have mastered the corrupt art of playing the victim and blaming other cultures for the violent beliefs taught in their main books.
0,"Violence is actually more common in the Bible than in the Qur'an. (link to Independent article about analysis of both books finding this). That noted, violence exists within and without religion."
0,How have you come to this conclusion?
0,"Maybe hostile, discriminatory comments like this aren't helping."
0,Individuals have always used religion as an excuse to justify violent acts but it has never been the cause. Islam is no different.
0,Playing the victim and blaming other cultures for violence? Sounds like a far-right tactic to me.
0,Or maybe they actually ARE the victims of discrimination and biased negative media coverage spreading false stereotypes.
0,Violence is apparent in all religious books. Can Christianity be blamed for inciting it in the old testament?
0,From your spiel about 'Moslems' it seems you have not mastered the art of spelling.
0,"There are already Muslim groups working to counter extremism, rather than 'playing the victim', they're the ones doing the work."
0,Studies have shown that CVs submitted under a non Muslim name are three times more likely to be offered an interview than those with a Muslim name attached.
0,"Muslim's face huge amounts of discrimination and prejudice everyday the evidence is incontrovertible and yet most just keep going and working hard, its not playing the victim."
0,What is that? Sounds like you are blaming another culture and feeling like a victim.
0,"Muslims really are the victims of many far-right terrorist and hate-motivated attacks, which are encouraged by conspiracy theories like this. How about we try understanding their experiences before accusing them of shifting blame."
0,"There's more in Islam than death and terror. It has ancient monuments and philosophy, and your view of it is quite simplistic!"
0,"This feels like a 'Final solution' to me. Are you seriously suggesting the extermination of, what, 5% of the UK population? Get a grip."
0,Has history taught you nothing about this level of hatred?
0,This is not true. How can you say this about an entire faith? Just hatred.
0,What Islam truely is is a religion criticizes violence and encourages love among people. Even British people might commit crimes. Extermination is the same action as crime. We should think of a better way to combat crime and hate wordly.
0,"Well, apart from a rich tradition of calligraphy, abstract and geometric art work, architecture, landscape gardening, music, poetry, ceramics, to name a few?"
0,"Don't all religions play a significant role in organizing and directing social life, acting as agents for socialisation and social control?"
0,Do you have knowledge of the history of Islam? Do you know their values for sure (not from social media)? I guess not. Then first become an expert and then judge!
0,No. A religion of 1.6 billion people is not the same as Nazism and it is ignorant to say so.
0,That is a very serious charge. Could you share how you form this thought and how you receive this information? The truth is that Islam encourages people care for others and criticizes violence.
0,"Being religious has never stopped anyone from being in public office before. Christians have allegiance to God, is that not the same thing?"
0,"No, a person can be religious and have multiple allegiances and responsibilies."
0,"But that does not at all undermine their contribution to public good and society, his allegiance is his own business."
0,"Any person of (any) faith would understand that our responsibilities towards tolerance, peace and justice is paramount. If you have a faith I am shocked that you would question it."
0,"Islam shares the same roots as Christianity and Judaism and all are based on love, tolerance and peace, so that is a good thing isn't it."
0,So their faith and belief in the teachings of God guides them to a virtuous path of public service. What exactly are you complaining about?
0,So you are saying that we should only allow non-religious people into public office?
0,We are all doing our best for our country under God.
0,Looks like you are suggesting that politicians should not be religious.
0,"Are you suggesting we should not be democratic? Or that public office is not won by merit, hard work and excellence. Perhaps we should try nepotism?"
0,"If you dislike diversity so much, why do not you go off and live in a country where there are no Muslims, only people like you?"
0,"Sharia law says to respect the law of the land you are in, seems to me like they're just fine here."
0,Because many Muslims were born here and have every right to live in this country. Next question please?
0,"Sharia 'law' does not really correspond to our idea of statutes or judicial precedents; rather, it is a body of guidance from the Quran with many interpretations."
0,Can somebody not love their faith and their country (UK)?
0,How can you say such an offensive statement about a religion of 1.6 billion people from all walks of life?
0,What does that even mean?
0,What makes Islam any less valid than any other religion?
0,Mate. Moon cult?? What? Tbh sounds pretty harmless to me.
0,"Sounds like you think they came from the moon. I have to say, I am sceptical."
0,Pretty impressive 'cult' to have produced 12 Nobel Prize winners.
0,"Yes, a 'moon cult' that has been around for thousands of years, has holy books, formed the basis for many early and modern societies. Sounds a lot like any other real religion to me?"
0,There's league table?
0,"Before making judgement, do you understand what Islam and its history are?"
0,"Religions also promote arts, sciences, help to develop the community. Islam is not an exception. It is not about death and despair."
0,This is not true. Why do you think this?
0,"Anyone can locate some aspects they do not like in a religion, but to say that one is nothing but trouble is a bit too much, do not you think so?"
0,"How does a religion cause death? Sounds a bit extreme, no?!"
0,"What makes you think that? Besides, I am sure Islam is more than just trouble."
0,"There are many religions and it is hard to compare them. However, I guess Islam has not that many traits that would make it the cruelest."
0,"Can I suggest that some of the cruelest acts in human history have been committed the name of politics just as much as the various faiths, and that this is more about what it is to be 'human' than any aspect of 'divinity'?"
0,"Dear friend, first of all, sharia law and Isalam are not extreme. Sharia law is a guidance for the goal of leading humanity close to God and live in kindness and justice with God's creation. Seond of all, jihad, based on the concept of Muslim, means struggle for the advancement of oneself within the guidelines of Islam. All these reveal that Islam is a peaceful religion."
0,"Don't most religions have instuctions for what they deem to be 'rightous living', voluntary codes or law's (if you insist) for the faithful to follow. Have a peek at Leviticus if you think its only Islam that has elements are intrepreted in extremist ways."
0,Have you asked every single Muslim about their opinion? I suppose not. Then please do not speak for everybody!
0,"But like any religous concept, 'Jihad' is interpreted in all sorts of ways. Afterall, for Christians, 'Fighting the Good fight' does not have to be a literal instruction. When I was at school, they called this a 'metaphor'."
0,"You are looking at Sharia's law from the position of a Western person. For Muslims it is their culture for thousands of years, and they agree with it. Please do not impose your opinion on other people!"
0,"Therefore, 62% of Britons see no incompatibility between Islam and 'British values'."
0,"A reassuringly positive poll, despite the negative spin you managed to put on it."
0,"Did anyone identify what 'British values' are, or are we all still just making it up tas we go along. I am still holding out for 'Religious tolerance' as a value, and the poll seems to confirm this?"
0,"Muslim women actually find it nice to wear hijab. It is your right not to like it, but you should not impose your views on everyone else."
0,No. A faith of 1.6 billion people from all walks of life helps make up humanity.
0,"Imho the stain is from those individuals who love to stereotype, discriminate and dehumanise who groups of people."
0,"Without Islam and it is scholars, humanity would not have Maths, Science, or any of the other areas of knowledge that colonisers stole, claimed as their own then based western development on."
0,26% of all doctors in the NHS are Asian or British/Asian. Seems like the 'stain' is saving our lives.
0,Far right extremism is just a nasty stain on humanity.
0,"Islamic cultures have shaped for the better our science, arts and medicine. Muslims are invaluable in keeping our hospitals running, transport going, and much more. Which of those would you like to get rid of?"
0,"I would not say the many Muslim doctors, soldiers, humanitarians, scientists, and rights advocates are a nasty stain on humanity. Generalised hate like this, however, is."
0,Hatred generalised to an entire religion sounds like a much worse product of humanity.
0,"British Muslims give more to charity than any other religious group, I'd call that a pillar of our society."
0,"The horrors of Daish aside, its hardly surprising, given the simplistic, and almost totally negative respresentations of Islam proliferating in both online and offline media. A bit of a self fulfilling prophecy really."
0,I suppose we have to look at how opinions and beliefs are shaped and infuenced by reading almost exclusively negative stories of the followers of Islam.
0,"Isn't this the result of the conflation of the the 'actions' of some people professing a faith in Islam, with the religion itself. In Christian terms, this would be like judging Catholicism on the basis of the behaviour of a handful of the clergy."
0,"Muslim radicalism is one thing, and generalizations about all Muslims is another thing. It is not right to generalize about all the Muslims and state that 'we hate them all!'."
0,"Who are 'all'? You cannot decide for all people, you cannot decide what is my opinion, that is rude."
0,"My friend, I do not think all western people hate Islam. Statistics showed that France, Germany and elsewhere in Northern Europe view Muslims favorably."
0,I think that is a stereotype mainly as a result of people know little about Islam and Muslims.
0,"I know western people who do not hate Islam, thus, your statement is not true."
0,This is not true.
0,"Mate, you know Islam means peace. I do not really think a religion born from peace preaches hate speech."
0,Is it the compulsory acts of charity? Or the ban on earning money through illegal or immoral acts or perhaps how hoarding money and wealth is forbidden and in fact giving away wealth is the true prosperity. Just which of those are you worried about?
0,What you have just said is hate speech.
0,When was the last time you read any holy book? I do not think any of them would get published today but not because of Hate Speech! Without faith they're just not great reads!
0,"So would the Bible, the Torah, etc."
0,A book published thousands of years ago does not fit with today's standards of tolerance and acceptance? Shocking!
0,"The real problem here is the amount of Islamophobic hate speech that Muslims face, not the book which their beliefs are based on. That is the hate which is having real and dangerous consequences."
0,Turns out texts that predate modern civillisation often do not hold up to today's standards for tolerance and equality. Shocking!
0,"Any religious text can be interpreted in many ways. Fortunately, the vast majority of Muslims see Islam as a religion of peace. There are people that interpret the Bible, the Torah, etc. As inciting hate too."
0,Have you really read Quran? Actually Quran is not about hate speech. It teaches people to respect people and do good things.
0,If any religious text written thousands of years ago was published today you could say the same. Have you read the Bible's old testament?
0,How often have you read the Quran and thought about its teachings? Or is your knowledge based on selected highlights? We all know there are exerts like that in the Bible too.
0,"Just as much as the Bible would. Is your point that in today's society we are all more tolerant? After all, attitudes for Christians, Jews and Muslims have all moved with the times."
0,I think any book written that long ago probably would.
0,In fact at no point does the Quran tell people to Hate or kill others. There are a lot of lies and out of context quotes floating around. It does however instruct people to behave justly towards non believers and prevents forced conversion.
0,"According to the Institute for Economics and Peace, a think tank which has produced the Global Peace index for the past 10 years, only Botswana, Chile, Costa Rica, Japan, Mauritius, Panama, Qatar, Switzerland, Uruguay and Vietnam are free from conflict. Qatar has a sizable number of followers of Islam apparently."
0,Iceland and Switzerland are both named as countries at the top of the 'Global Peace index'. Both have Muslim populations.
0,By Western society do you mean your narrow view of what Western society should be?
0,"The WE in WEstern symbolizes diversity and integration, be a true Westerner, respect others!!"
0,"Western Society seems pretty incompatible with Western Society or any other at the moment, maybe we could learn something from Indonesia, which has been conflict free since 2005."
0,Why are you so sure of this? Muslims happily live in other Western societies without any problems.
0,I do not think it is possible for a group that has been a part of Western society for hundreds of years to suddenly be 'incompatible' with it. Are you sure it is not Western society's intolerance that is the problem?
0,"Perhaps we should stop exporting goods or buying stuff from from Islamic countries? While were at it give back their numbers, maths and architecture?"
0,What do you mean? Provide positive news story re islam.
0,"No, Muslims have a long history of migration since the 16th century to and within Europe, integrating with little issues in various European societies."
0,The Bible the Quran and the Torah are very very similar in their teachings; if Muslims are incompatible then we must ask ourselves which religions are compatible?
0,Did you know that Muslims introduced universities to Europe? So the knowledge Western societies are built on.
0,"Islam's teachings uphold religious and personal freedoms, are these the Western values you mean?"
0,"I think maybe prejudice, discrimination, victimisation and a lack of basic empathy and understanding are incompatible with any Western society."
0,"Except when you need a taxi, a train, a doctor, an Olympic medal, great food, sounds a bit like a Monty Python sketch."
0,Intolerance of other peoples religious beliefs is incompatible with Western society.
0,"Except the ones who save lives, teach children, support the vulnerable and feed the rest of us?"
0,"That is an unusual thought. Muslims are human beings like the rest of us. And, as all human beings, they can integrate into any society should the need arise."
0,"Complete freedom, justice and democratic values. The values at the heart of Islamic faith. I think they seem reasonable."
0,"Yes, their teachings of peace and tolerance really are incompatible in the hate-infested discriminatory Western society nowadays."
0,"What makes 'all' Muslims incompatible with Western society? The vast majority of Muslims in Western society share western values of respect, freedom, tolerance, etc. There are only a few that have extremist anti-West views, these are not representative."
0,"Muslims have been part of Western society for centuries and centuries, they helped shape and design Western society- to say they are incompatible is a complete incongruity."
0,All Muslims must respect the law of the lands in which they live as is mandated by the Qu'ran.
0,Define western society? Who chooses this?
0,Maybe prejudice and xenophobia are incompatible with any Western society?
0,All people who share such blatant lies and hate are incompatible with any Western society.
0,Millions of muslims live in western nations.
0,Seems odd given that Western Society was build on the backs of the rest of the world.
0,Except all of those which live and add to Western Societies.
