,cn_id,hateSpeech,counterSpeech,hsType,hsSubType,cnType,age,gender,educationLevel
1812,ENT1ST0013HS0072CN000606,"How can we fight anti-Semitism when city ghettos of Birmingham, Bradford, etc. Are full of anti-Semitic Pakistani muslims? Labour is lost to the mix of Radical Islam/middle class.",It is funny how lots of Jewish and Muslim groups are coming together to fight hate crime. (insert example),Islamophobia,economics,"facts , hypocrisy",21.0,female,Bachelor
1813,ENT1ST0013HS0072CN000606P1,Anti-semitism cannot be eradicated: our country is full of anti-semitic muslims. All our work is useless there are too many Islamics!,It is funny how lots of Jewish and Muslim groups are coming together to fight hate crime. (insert example),Islamophobia,economics,"facts , hypocrisy",21.0,female,Bachelor
1814,ENT1ST0013HS0072CN000606P2,"The Pakistani Muslims in the ghettos of Birmingham, Bradford and other cities hate Jews and steal our jobs. They are divided into two classes: Radical Islam class and middle class.",It is funny how lots of Jewish and Muslim groups are coming together to fight hate crime. (insert example),Islamophobia,economics,"facts , hypocrisy",21.0,female,Bachelor
1815,ENT1ST0013HS0072CN000607,"How can we fight anti-Semitism when city ghettos of Birmingham, Bradford, etc. Are full of anti-Semitic Pakistani muslims? Labour is lost to the mix of Radical Islam/middle class.",Do you know that anti-Islamism is actually a form of anti-Semitism? It is equally wrong to hate Jews and Muslims.,Islamophobia,economics,"denouncing , hypocrisy",24.0,female,Bachelor
1816,ENT1ST0013HS0072CN000607P1,Anti-semitism cannot be eradicated: our country is full of anti-semitic muslims. All our work is useless there are too many Islamics!,Do you know that anti-Islamism is actually a form of anti-Semitism? It is equally wrong to hate Jews and Muslims.,Islamophobia,economics,"denouncing , hypocrisy",24.0,female,Bachelor
1817,ENT1ST0013HS0072CN000607P2,"The Pakistani Muslims in the ghettos of Birmingham, Bradford and other cities hate Jews and steal our jobs. They are divided into two classes: Radical Islam class and middle class.",Do you know that anti-Islamism is actually a form of anti-Semitism? It is equally wrong to hate Jews and Muslims.,Islamophobia,economics,"denouncing , hypocrisy",24.0,female,Bachelor
1818,ENT1ST0013HS0080CN000565,British citizens can not find a job because of those Muslims being employed instead. It does not matter whether they have skills and experience or not. It is all about political correctness.,"First of all, how do you know that this is true? Any valid sources prove it? Because it sounds like nonsense. Second of all, I do not think that people would employ someone without any skills or experience no matter how politically correct they would like to be.",Islamophobia,economics,"facts , question",26.0,female,Bachelor
1819,ENT1ST0013HS0080CN000565P1,"Muslims steal the work of our citizens. I do not care if they have more skills, it is not right! First we and then them!","First of all, how do you know that this is true? Any valid sources prove it? Because it sounds like nonsense. Second of all, I do not think that people would employ someone without any skills or experience no matter how politically correct they would like to be.",Islamophobia,economics,"facts , question",26.0,female,Bachelor
1820,ENT1ST0013HS0080CN000565P2,"Muslims are chosen to do a job instead of British citizens, this is unfair. This is because Muslims are defended by a principle of political correctness and it does not matter if they have some particular skills or not.","First of all, how do you know that this is true? Any valid sources prove it? Because it sounds like nonsense. Second of all, I do not think that people would employ someone without any skills or experience no matter how politically correct they would like to be.",Islamophobia,economics,"facts , question",26.0,female,Bachelor
1821,ENT1ST0013HS0099CN000608,99% of Muslims in the UK are unemployable and refuse to work.,"So all the Muslim doctors, business owners, servicemen/women, taxi drivers, chefs, etc. That I've encountered must be part of that 1% then?",Islamophobia,economics,facts,21.0,female,Master
1822,ENT1ST0013HS0099CN000608P1,Statistics say that 99% of muslims in the uk are so lazy that they do not want to work.,"So all the Muslim doctors, business owners, servicemen/women, taxi drivers, chefs, etc. That I've encountered must be part of that 1% then?",Islamophobia,economics,facts,21.0,female,Master
1823,ENT1ST0013HS0099CN000608P2,Almost all Muslims in the UK are jobless and choose not to work.,"So all the Muslim doctors, business owners, servicemen/women, taxi drivers, chefs, etc. That I've encountered must be part of that 1% then?",Islamophobia,economics,facts,21.0,female,Master
1824,ENT1ST0013HS0099CN000609,99% of Muslims in the UK are unemployable and refuse to work.,Do you actually expect people to believe a fact THIS fake? At least try and think of a believable percentage.,Islamophobia,economics,"facts , humor",21.0,female,Master
1825,ENT1ST0013HS0099CN000609P1,Statistics say that 99% of muslims in the uk are so lazy that they do not want to work.,Do you actually expect people to believe a fact THIS fake? At least try and think of a believable percentage.,Islamophobia,economics,"facts , humor",21.0,female,Master
1826,ENT1ST0013HS0099CN000609P2,Almost all Muslims in the UK are jobless and choose not to work.,Do you actually expect people to believe a fact THIS fake? At least try and think of a believable percentage.,Islamophobia,economics,"facts , humor",21.0,female,Master
1827,ENT1ST0013HS0099CN000610,99% of Muslims in the UK are unemployable and refuse to work.,Statistics and facts simply prove this wrong.,Islamophobia,economics,facts,25.0,male,Master
1828,ENT1ST0013HS0099CN000610P1,Statistics say that 99% of muslims in the uk are so lazy that they do not want to work.,Statistics and facts simply prove this wrong.,Islamophobia,economics,facts,25.0,male,Master
1829,ENT1ST0013HS0099CN000610P2,Almost all Muslims in the UK are jobless and choose not to work.,Statistics and facts simply prove this wrong.,Islamophobia,economics,facts,25.0,male,Master
1830,ENT1ST0013HS0099CN000611,99% of Muslims in the UK are unemployable and refuse to work.,"So all the Muslim doctors, business owners, servicemen/women, taxi drivers, chefs, etc. In our country are in fact unemployed? How do they pull that off!",Islamophobia,economics,"affiliation , facts",21.0,female,Master
1831,ENT1ST0013HS0099CN000611P1,Statistics say that 99% of muslims in the uk are so lazy that they do not want to work.,"So all the Muslim doctors, business owners, servicemen/women, taxi drivers, chefs, etc. In our country are in fact unemployed? How do they pull that off!",Islamophobia,economics,"affiliation , facts",21.0,female,Master
1832,ENT1ST0013HS0099CN000611P2,Almost all Muslims in the UK are jobless and choose not to work.,"So all the Muslim doctors, business owners, servicemen/women, taxi drivers, chefs, etc. In our country are in fact unemployed? How do they pull that off!",Islamophobia,economics,"affiliation , facts",21.0,female,Master
1833,ENT1ST0013HS0099CN000612,99% of Muslims in the UK are unemployable and refuse to work.,How can you say this about millions of people?,Islamophobia,economics,denouncing,25.0,male,Master
1834,ENT1ST0013HS0099CN000612P1,Statistics say that 99% of muslims in the uk are so lazy that they do not want to work.,How can you say this about millions of people?,Islamophobia,economics,denouncing,25.0,male,Master
1835,ENT1ST0013HS0099CN000612P2,Almost all Muslims in the UK are jobless and choose not to work.,How can you say this about millions of people?,Islamophobia,economics,denouncing,25.0,male,Master
1836,ENT1ST0013HS0099CN000613,99% of Muslims in the UK are unemployable and refuse to work.,That is a blatant lie. (attach unemployment statistics),Islamophobia,economics,facts,21.0,female,Master
1837,ENT1ST0013HS0099CN000613P1,Statistics say that 99% of muslims in the uk are so lazy that they do not want to work.,That is a blatant lie. (attach unemployment statistics),Islamophobia,economics,facts,21.0,female,Master
1838,ENT1ST0013HS0099CN000613P2,Almost all Muslims in the UK are jobless and choose not to work.,That is a blatant lie. (attach unemployment statistics),Islamophobia,economics,facts,21.0,female,Master
1839,ENT1ST0013HS0099CN000614,99% of Muslims in the UK are unemployable and refuse to work.,"The vast majority of them bring necessary skills into our economy/society. Plus, they are eager to work. I would suggest to check your sources?",Islamophobia,economics,facts,26.0,female,Bachelor
1840,ENT1ST0013HS0099CN000614P1,Statistics say that 99% of muslims in the uk are so lazy that they do not want to work.,"The vast majority of them bring necessary skills into our economy/society. Plus, they are eager to work. I would suggest to check your sources?",Islamophobia,economics,facts,26.0,female,Bachelor
1841,ENT1ST0013HS0099CN000614P2,Almost all Muslims in the UK are jobless and choose not to work.,"The vast majority of them bring necessary skills into our economy/society. Plus, they are eager to work. I would suggest to check your sources?",Islamophobia,economics,facts,26.0,female,Bachelor
1842,ENT1ST0013HS0099CN000615,99% of Muslims in the UK are unemployable and refuse to work.,"So all the doctors, teachers, shop owners and workers belong in this category? I do not think so!",Islamophobia,economics,affiliation,26.0,female,Bachelor
1843,ENT1ST0013HS0099CN000615P1,Statistics say that 99% of muslims in the uk are so lazy that they do not want to work.,"So all the doctors, teachers, shop owners and workers belong in this category? I do not think so!",Islamophobia,economics,affiliation,26.0,female,Bachelor
1844,ENT1ST0013HS0099CN000615P2,Almost all Muslims in the UK are jobless and choose not to work.,"So all the doctors, teachers, shop owners and workers belong in this category? I do not think so!",Islamophobia,economics,affiliation,26.0,female,Bachelor
1845,ENT1ST0013HS0099CN000616,99% of Muslims in the UK are unemployable and refuse to work.,"If we did not legally prohibit asylum seekers from working, maybe more of them would be employed.",Islamophobia,economics,facts,21.0,female,Master
1846,ENT1ST0013HS0099CN000616P1,Statistics say that 99% of muslims in the uk are so lazy that they do not want to work.,"If we did not legally prohibit asylum seekers from working, maybe more of them would be employed.",Islamophobia,economics,facts,21.0,female,Master
1847,ENT1ST0013HS0099CN000616P2,Almost all Muslims in the UK are jobless and choose not to work.,"If we did not legally prohibit asylum seekers from working, maybe more of them would be employed.",Islamophobia,economics,facts,21.0,female,Master
1848,ENT1ST0013HS0099CN000617,99% of Muslims in the UK are unemployable and refuse to work.,Provide facts.,Islamophobia,economics,question,25.0,male,Master
1849,ENT1ST0013HS0099CN000617P1,Statistics say that 99% of muslims in the uk are so lazy that they do not want to work.,Provide facts.,Islamophobia,economics,question,25.0,male,Master
1850,ENT1ST0013HS0099CN000617P2,Almost all Muslims in the UK are jobless and choose not to work.,Provide facts.,Islamophobia,economics,question,25.0,male,Master
1851,ENT1ST0013HS0099CN000618,99% of Muslims in the UK are unemployable and refuse to work.,"100% of the unemployed Muslim stats I read on Twitter are fake. Muslim unemployment is at 12% in the UK, and many of that number are actively seeking work.",Islamophobia,economics,facts,25.0,female,Bachelor
1852,ENT1ST0013HS0099CN000618P1,Statistics say that 99% of muslims in the uk are so lazy that they do not want to work.,"100% of the unemployed Muslim stats I read on Twitter are fake. Muslim unemployment is at 12% in the UK, and many of that number are actively seeking work.",Islamophobia,economics,facts,25.0,female,Bachelor
1853,ENT1ST0013HS0099CN000618P2,Almost all Muslims in the UK are jobless and choose not to work.,"100% of the unemployed Muslim stats I read on Twitter are fake. Muslim unemployment is at 12% in the UK, and many of that number are actively seeking work.",Islamophobia,economics,facts,25.0,female,Bachelor
1854,ENT1ST0013HS0099CN000619,99% of Muslims in the UK are unemployable and refuse to work.,Where did you get this figure from? Might I get some real evidence for this? Because this seems very much unrealistic.,Islamophobia,economics,question,26.0,female,Bachelor
1855,ENT1ST0013HS0099CN000619P1,Statistics say that 99% of muslims in the uk are so lazy that they do not want to work.,Where did you get this figure from? Might I get some real evidence for this? Because this seems very much unrealistic.,Islamophobia,economics,question,26.0,female,Bachelor
1856,ENT1ST0013HS0099CN000619P2,Almost all Muslims in the UK are jobless and choose not to work.,Where did you get this figure from? Might I get some real evidence for this? Because this seems very much unrealistic.,Islamophobia,economics,question,26.0,female,Bachelor
1857,ENT1ST0014HS0004CN000853,"You think these Muslim cockroaches have won? No, now is time for bloody retribution!","That sounds like quite a threat. Remind me again who's supposed to be the dangerous, violent group here?",Islamophobia,generic,"denouncing , hypocrisy",21.0,female,Master
1858,ENT1ST0014HS0004CN000853P1,This despicable Muslims hadn't won yet. Now there will be a cruel punishment!,"That sounds like quite a threat. Remind me again who's supposed to be the dangerous, violent group here?",Islamophobia,generic,"denouncing , hypocrisy",21.0,female,Master
1859,ENT1ST0014HS0004CN000853P2,"We should have a flaming punishment on these Muslims, before they win.","That sounds like quite a threat. Remind me again who's supposed to be the dangerous, violent group here?",Islamophobia,generic,"denouncing , hypocrisy",21.0,female,Master
1860,ENT1ST0014HS0004CN000854,"You think these Muslim cockroaches have won? No, now is time for bloody retribution!",I do not think Muslim people are trying to 'win' anything. It is only intolerant individuals like you trying to make this an us and them competition.,Islamophobia,generic,"denouncing , facts",21.0,female,Master
1861,ENT1ST0014HS0004CN000854P1,This despicable Muslims hadn't won yet. Now there will be a cruel punishment!,I do not think Muslim people are trying to 'win' anything. It is only intolerant individuals like you trying to make this an us and them competition.,Islamophobia,generic,"denouncing , facts",21.0,female,Master
1862,ENT1ST0014HS0004CN000854P2,"We should have a flaming punishment on these Muslims, before they win.",I do not think Muslim people are trying to 'win' anything. It is only intolerant individuals like you trying to make this an us and them competition.,Islamophobia,generic,"denouncing , facts",21.0,female,Master
1863,ENT1ST0014HS0004CN000855,"You think these Muslim cockroaches have won? No, now is time for bloody retribution!","Wow, pipe down. Why so angry?",Islamophobia,generic,question,21.0,female,Master
1864,ENT1ST0014HS0004CN000855P1,This despicable Muslims hadn't won yet. Now there will be a cruel punishment!,"Wow, pipe down. Why so angry?",Islamophobia,generic,question,21.0,female,Master
1865,ENT1ST0014HS0004CN000855P2,"We should have a flaming punishment on these Muslims, before they win.","Wow, pipe down. Why so angry?",Islamophobia,generic,question,21.0,female,Master
1866,ENT1ST0014HS0004CN000856,"You think these Muslim cockroaches have won? No, now is time for bloody retribution!","1000s of Muslims died in WW1 and 2 defending Britain, 1000s still in UK armed forces defending peace across the world. Bloody retribution on them, really?",Islamophobia,generic,"facts , hypocrisy",50.0,male,Bachelor
1867,ENT1ST0014HS0004CN000856P1,This despicable Muslims hadn't won yet. Now there will be a cruel punishment!,"1000s of Muslims died in WW1 and 2 defending Britain, 1000s still in UK armed forces defending peace across the world. Bloody retribution on them, really?",Islamophobia,generic,"facts , hypocrisy",50.0,male,Bachelor
1868,ENT1ST0014HS0004CN000856P2,"We should have a flaming punishment on these Muslims, before they win.","1000s of Muslims died in WW1 and 2 defending Britain, 1000s still in UK armed forces defending peace across the world. Bloody retribution on them, really?",Islamophobia,generic,"facts , hypocrisy",50.0,male,Bachelor
1869,ENT1ST0014HS0004CN000857,"You think these Muslim cockroaches have won? No, now is time for bloody retribution!","Quick while they're distracted being doctors, nurses, teachers and just getting on with their lives. (its comments like yours that creates tension and conflict)",Islamophobia,generic,"affiliation , denouncing , humor",50.0,male,Bachelor
1870,ENT1ST0014HS0004CN000857P1,This despicable Muslims hadn't won yet. Now there will be a cruel punishment!,"Quick while they're distracted being doctors, nurses, teachers and just getting on with their lives. (its comments like yours that creates tension and conflict)",Islamophobia,generic,"affiliation , denouncing , humor",50.0,male,Bachelor
1871,ENT1ST0014HS0004CN000857P2,"We should have a flaming punishment on these Muslims, before they win.","Quick while they're distracted being doctors, nurses, teachers and just getting on with their lives. (its comments like yours that creates tension and conflict)",Islamophobia,generic,"affiliation , denouncing , humor",50.0,male,Bachelor
1872,ENT1ST0014HS0004CN000858,"You think these Muslim cockroaches have won? No, now is time for bloody retribution!","Not sure what you mean about Muslim's having won, when over 400,000 Muslims fought and died voluntarily for Britain in WW1, anyone would think they have always been on our side.",Islamophobia,generic,"facts , hypocrisy",25.0,male,Some university without degree
1873,ENT1ST0014HS0004CN000858P1,This despicable Muslims hadn't won yet. Now there will be a cruel punishment!,"Not sure what you mean about Muslim's having won, when over 400,000 Muslims fought and died voluntarily for Britain in WW1, anyone would think they have always been on our side.",Islamophobia,generic,"facts , hypocrisy",25.0,male,Some university without degree
1874,ENT1ST0014HS0004CN000858P2,"We should have a flaming punishment on these Muslims, before they win.","Not sure what you mean about Muslim's having won, when over 400,000 Muslims fought and died voluntarily for Britain in WW1, anyone would think they have always been on our side.",Islamophobia,generic,"facts , hypocrisy",25.0,male,Some university without degree
1875,ENT1ST0014HS0004CN000859,"You think these Muslim cockroaches have won? No, now is time for bloody retribution!",That sounds like quite a violent threat. Should I let the police know about this or?,Islamophobia,generic,consequences,21.0,female,Master
1876,ENT1ST0014HS0004CN000859P1,This despicable Muslims hadn't won yet. Now there will be a cruel punishment!,That sounds like quite a violent threat. Should I let the police know about this or?,Islamophobia,generic,consequences,21.0,female,Master
1877,ENT1ST0014HS0004CN000859P2,"We should have a flaming punishment on these Muslims, before they win.",That sounds like quite a violent threat. Should I let the police know about this or?,Islamophobia,generic,consequences,21.0,female,Master
1878,ENT1ST0014HS0004CN000860,"You think these Muslim cockroaches have won? No, now is time for bloody retribution!",Such dehumanising language against many people.,Islamophobia,generic,denouncing,25.0,male,Master
1879,ENT1ST0014HS0004CN000860P1,This despicable Muslims hadn't won yet. Now there will be a cruel punishment!,Such dehumanising language against many people.,Islamophobia,generic,denouncing,25.0,male,Master
1880,ENT1ST0014HS0004CN000860P2,"We should have a flaming punishment on these Muslims, before they win.",Such dehumanising language against many people.,Islamophobia,generic,denouncing,25.0,male,Master
1881,ENT1ST0014HS0004CN000861,"You think these Muslim cockroaches have won? No, now is time for bloody retribution!","What are they trying to win? Muslims in the UK aren't at war with anyone, the only thing creating conflict is Islamophobic rhetoric like this, seeking to create a divide.",Islamophobia,generic,"denouncing , facts",21.0,female,Master
1882,ENT1ST0014HS0004CN000861P1,This despicable Muslims hadn't won yet. Now there will be a cruel punishment!,"What are they trying to win? Muslims in the UK aren't at war with anyone, the only thing creating conflict is Islamophobic rhetoric like this, seeking to create a divide.",Islamophobia,generic,"denouncing , facts",21.0,female,Master
1883,ENT1ST0014HS0004CN000861P2,"We should have a flaming punishment on these Muslims, before they win.","What are they trying to win? Muslims in the UK aren't at war with anyone, the only thing creating conflict is Islamophobic rhetoric like this, seeking to create a divide.",Islamophobia,generic,"denouncing , facts",21.0,female,Master
1884,ENT1ST0014HS0004CN000862,"You think these Muslim cockroaches have won? No, now is time for bloody retribution!",Sounds like incitement to me.,Islamophobia,generic,"consequences , denouncing",25.0,male,Some university without degree
1885,ENT1ST0014HS0004CN000862P1,This despicable Muslims hadn't won yet. Now there will be a cruel punishment!,Sounds like incitement to me.,Islamophobia,generic,"consequences , denouncing",25.0,male,Some university without degree
1886,ENT1ST0014HS0004CN000862P2,"We should have a flaming punishment on these Muslims, before they win.",Sounds like incitement to me.,Islamophobia,generic,"consequences , denouncing",25.0,male,Some university without degree
1887,ENT1ST0014HS0004CN000863,"You think these Muslim cockroaches have won? No, now is time for bloody retribution!",Bloody retribution? Most people of all faiths are just getting on with their lives and a tiny minority like your comment seems to be trying to create conflict. But I do not think any of you are winning.,Islamophobia,generic,denouncing,50.0,male,Bachelor
1888,ENT1ST0014HS0004CN000863P1,This despicable Muslims hadn't won yet. Now there will be a cruel punishment!,Bloody retribution? Most people of all faiths are just getting on with their lives and a tiny minority like your comment seems to be trying to create conflict. But I do not think any of you are winning.,Islamophobia,generic,denouncing,50.0,male,Bachelor
1889,ENT1ST0014HS0004CN000863P2,"We should have a flaming punishment on these Muslims, before they win.",Bloody retribution? Most people of all faiths are just getting on with their lives and a tiny minority like your comment seems to be trying to create conflict. But I do not think any of you are winning.,Islamophobia,generic,denouncing,50.0,male,Bachelor
1890,ENT1ST0014HS0004CN000864,"You think these Muslim cockroaches have won? No, now is time for bloody retribution!",Didn't realise we were against each other. [insert number of Muslim doctors] seems like they're making Britain stronger.,Islamophobia,generic,"facts , hypocrisy",25.0,male,Some university without degree
1891,ENT1ST0014HS0004CN000864P1,This despicable Muslims hadn't won yet. Now there will be a cruel punishment!,Didn't realise we were against each other. [insert number of Muslim doctors] seems like they're making Britain stronger.,Islamophobia,generic,"facts , hypocrisy",25.0,male,Some university without degree
1892,ENT1ST0014HS0004CN000864P2,"We should have a flaming punishment on these Muslims, before they win.",Didn't realise we were against each other. [insert number of Muslim doctors] seems like they're making Britain stronger.,Islamophobia,generic,"facts , hypocrisy",25.0,male,Some university without degree
1893,ENT1ST0014HS0004CN000865,"You think these Muslim cockroaches have won? No, now is time for bloody retribution!",The only thing Muslims are trying to 'win' is the right to exist free from discrimination and dehumanising hate like this.,Islamophobia,generic,denouncing,21.0,female,Master
1894,ENT1ST0014HS0004CN000865P1,This despicable Muslims hadn't won yet. Now there will be a cruel punishment!,The only thing Muslims are trying to 'win' is the right to exist free from discrimination and dehumanising hate like this.,Islamophobia,generic,denouncing,21.0,female,Master
1895,ENT1ST0014HS0004CN000865P2,"We should have a flaming punishment on these Muslims, before they win.",The only thing Muslims are trying to 'win' is the right to exist free from discrimination and dehumanising hate like this.,Islamophobia,generic,denouncing,21.0,female,Master
1896,ENT1ST0014HS0004CN000866,"You think these Muslim cockroaches have won? No, now is time for bloody retribution!",Its not an us and them thing. We are all just trying to get on and make a living. You do not do that by putting anyone down.,Islamophobia,generic,facts,50.0,male,Bachelor
1897,ENT1ST0014HS0004CN000866P1,This despicable Muslims hadn't won yet. Now there will be a cruel punishment!,Its not an us and them thing. We are all just trying to get on and make a living. You do not do that by putting anyone down.,Islamophobia,generic,facts,50.0,male,Bachelor
1898,ENT1ST0014HS0004CN000866P2,"We should have a flaming punishment on these Muslims, before they win.",Its not an us and them thing. We are all just trying to get on and make a living. You do not do that by putting anyone down.,Islamophobia,generic,facts,50.0,male,Bachelor
1899,ENT1ST0014HS0004CN000867,"You think these Muslim cockroaches have won? No, now is time for bloody retribution!",Have won at what? The only thing I see is paranoid messages like this painting a not so convincing picture of some sort of Muslim originated threat.,Islamophobia,generic,denouncing,25.0,male,Some university without degree
1900,ENT1ST0014HS0004CN000867P1,This despicable Muslims hadn't won yet. Now there will be a cruel punishment!,Have won at what? The only thing I see is paranoid messages like this painting a not so convincing picture of some sort of Muslim originated threat.,Islamophobia,generic,denouncing,25.0,male,Some university without degree
1901,ENT1ST0014HS0004CN000867P2,"We should have a flaming punishment on these Muslims, before they win.",Have won at what? The only thing I see is paranoid messages like this painting a not so convincing picture of some sort of Muslim originated threat.,Islamophobia,generic,denouncing,25.0,male,Some university without degree
1902,ENT1ST0014HS0004CN000868,"You think these Muslim cockroaches have won? No, now is time for bloody retribution!",Good to see you are so respectful of your fellow human beings. Cockroaches is such an endearing and humanising term.,Islamophobia,generic,denouncing,21.0,female,Master
1903,ENT1ST0014HS0004CN000868P1,This despicable Muslims hadn't won yet. Now there will be a cruel punishment!,Good to see you are so respectful of your fellow human beings. Cockroaches is such an endearing and humanising term.,Islamophobia,generic,denouncing,21.0,female,Master
1904,ENT1ST0014HS0004CN000868P2,"We should have a flaming punishment on these Muslims, before they win.",Good to see you are so respectful of your fellow human beings. Cockroaches is such an endearing and humanising term.,Islamophobia,generic,denouncing,21.0,female,Master
1905,ENT1ST0014HS0004CN000869,"You think these Muslim cockroaches have won? No, now is time for bloody retribution!",Bloody retribution? An eye for an eye makes the whole world blind!,Islamophobia,generic,denouncing,21.0,female,Master
1906,ENT1ST0014HS0004CN000869P1,This despicable Muslims hadn't won yet. Now there will be a cruel punishment!,Bloody retribution? An eye for an eye makes the whole world blind!,Islamophobia,generic,denouncing,21.0,female,Master
1907,ENT1ST0014HS0004CN000869P2,"We should have a flaming punishment on these Muslims, before they win.",Bloody retribution? An eye for an eye makes the whole world blind!,Islamophobia,generic,denouncing,21.0,female,Master
1908,ENT1ST0014HS0016CN000777,It is one law for Muslims and another law for us.,"Yes, as well as everything non-Muslims aren't allowed to do by law, Muslims also have to put up with hateful bigotry and prejudice from people like you.",Islamophobia,generic,negative,21.0,female,Master
1909,ENT1ST0014HS0016CN000777P1,Muslims have privileges that we do not have.,"Yes, as well as everything non-Muslims aren't allowed to do by law, Muslims also have to put up with hateful bigotry and prejudice from people like you.",Islamophobia,generic,negative,21.0,female,Master
1910,ENT1ST0014HS0016CN000777P2,"There are too many differences between Muslims and us, for example Muslims have different laws from us.","Yes, as well as everything non-Muslims aren't allowed to do by law, Muslims also have to put up with hateful bigotry and prejudice from people like you.",Islamophobia,generic,negative,21.0,female,Master
1911,ENT1ST0014HS0016CN000778,It is one law for Muslims and another law for us.,In what way?,Islamophobia,generic,question,21.0,female,Master
1912,ENT1ST0014HS0016CN000778P1,Muslims have privileges that we do not have.,In what way?,Islamophobia,generic,question,21.0,female,Master
1913,ENT1ST0014HS0016CN000778P2,"There are too many differences between Muslims and us, for example Muslims have different laws from us.",In what way?,Islamophobia,generic,question,21.0,female,Master
1914,ENT1ST0014HS0016CN000779,It is one law for Muslims and another law for us.,Evidence please?,Islamophobia,generic,question,25.0,male,Master
1915,ENT1ST0014HS0016CN000779P1,Muslims have privileges that we do not have.,Evidence please?,Islamophobia,generic,question,25.0,male,Master
1916,ENT1ST0014HS0016CN000779P2,"There are too many differences between Muslims and us, for example Muslims have different laws from us.",Evidence please?,Islamophobia,generic,question,25.0,male,Master
1917,ENT1ST0014HS0016CN000780,It is one law for Muslims and another law for us.,It is quite literally not.,Islamophobia,generic,facts,21.0,female,Master
1918,ENT1ST0014HS0016CN000780P1,Muslims have privileges that we do not have.,It is quite literally not.,Islamophobia,generic,facts,21.0,female,Master
1919,ENT1ST0014HS0016CN000780P2,"There are too many differences between Muslims and us, for example Muslims have different laws from us.",It is quite literally not.,Islamophobia,generic,facts,21.0,female,Master
1920,ENT1ST0014HS0016CN000781,It is one law for Muslims and another law for us.,"Nah, I think that is too much effort for our politicians.",Islamophobia,generic,humor,25.0,male,Bachelor
1921,ENT1ST0014HS0016CN000781P1,Muslims have privileges that we do not have.,"Nah, I think that is too much effort for our politicians.",Islamophobia,generic,humor,25.0,male,Bachelor
1922,ENT1ST0014HS0016CN000781P2,"There are too many differences between Muslims and us, for example Muslims have different laws from us.","Nah, I think that is too much effort for our politicians.",Islamophobia,generic,humor,25.0,male,Bachelor
1923,ENT1ST0014HS0016CN000782,It is one law for Muslims and another law for us.,"If Muslims are treated any differently by the law, they're treated worse (link to article about stop and search and police targeting of Muslims).",Islamophobia,generic,facts,21.0,female,Master
1924,ENT1ST0014HS0016CN000782P1,Muslims have privileges that we do not have.,"If Muslims are treated any differently by the law, they're treated worse (link to article about stop and search and police targeting of Muslims).",Islamophobia,generic,facts,21.0,female,Master
1925,ENT1ST0014HS0016CN000782P2,"There are too many differences between Muslims and us, for example Muslims have different laws from us.","If Muslims are treated any differently by the law, they're treated worse (link to article about stop and search and police targeting of Muslims).",Islamophobia,generic,facts,21.0,female,Master
1926,ENT1ST0014HS0016CN000783,It is one law for Muslims and another law for us.,Example?,Islamophobia,generic,question,25.0,male,Bachelor
1927,ENT1ST0014HS0016CN000783P1,Muslims have privileges that we do not have.,Example?,Islamophobia,generic,question,25.0,male,Bachelor
1928,ENT1ST0014HS0016CN000783P2,"There are too many differences between Muslims and us, for example Muslims have different laws from us.",Example?,Islamophobia,generic,question,25.0,male,Bachelor
1929,ENT1ST0014HS0025CN000670,Islam is the greatest threat to Western civilisation.,No because muslims and therefore islam live in western nations and add so much positivity.,Islamophobia,generic,positive,25.0,male,Master
1930,ENT1ST0014HS0025CN000670P1,Our western civilisation risks to be destroyed by islam.,No because muslims and therefore islam live in western nations and add so much positivity.,Islamophobia,generic,positive,25.0,male,Master
1931,ENT1ST0014HS0025CN000670P2,"The western society is in danger, because of the islamic menace.",No because muslims and therefore islam live in western nations and add so much positivity.,Islamophobia,generic,positive,25.0,male,Master
1932,ENT1ST0014HS0025CN000671,Islam is the greatest threat to Western civilisation.,British Muslims contribute 31 billion to the UK economy and you'd call that a threat?,Islamophobia,generic,"facts , hypocrisy",25.0,male,Some university without degree
1933,ENT1ST0014HS0025CN000671P1,Our western civilisation risks to be destroyed by islam.,British Muslims contribute 31 billion to the UK economy and you'd call that a threat?,Islamophobia,generic,"facts , hypocrisy",25.0,male,Some university without degree
1934,ENT1ST0014HS0025CN000671P2,"The western society is in danger, because of the islamic menace.",British Muslims contribute 31 billion to the UK economy and you'd call that a threat?,Islamophobia,generic,"facts , hypocrisy",25.0,male,Some university without degree
1935,ENT1ST0014HS0025CN000672,Islam is the greatest threat to Western civilisation.,I'd say the real threat is divisive comments like this.,Islamophobia,generic,denouncing,25.0,male,Some university without degree
1936,ENT1ST0014HS0025CN000672P1,Our western civilisation risks to be destroyed by islam.,I'd say the real threat is divisive comments like this.,Islamophobia,generic,denouncing,25.0,male,Some university without degree
1937,ENT1ST0014HS0025CN000672P2,"The western society is in danger, because of the islamic menace.",I'd say the real threat is divisive comments like this.,Islamophobia,generic,denouncing,25.0,male,Some university without degree
1938,ENT1ST0014HS0025CN000673,Islam is the greatest threat to Western civilisation.,Islam has existed alongside and within western civilisation for centuries. The scapegoating of Muslims as a threat is what is really worrying in our society.,Islamophobia,generic,"denouncing , facts",21.0,female,Master
