,label,text,dataset
595,0,"johnsellers It seems that you and some others prefer to give graduates fluff instead of what is actually going on. Considering how many don't bother enough with what is real to dump Trump...what more is there to be said? Except we would be a lot better off doing more sorting out of what is real, especially graduates.",hate_1_prepped.csv
596,0,"Tom2685 Donald Trump supporters - maketheunitedstatesgreatagain.com has a Trump style hat in Republican Red for every US State! Get yours today, shipping from east coast, USA. Listed vendor to Trump Campaign. Hat of the day - MAKE WASHINGTON GREAT AGAIN #nobama #Trump2016 #MAGA",hate_1_prepped.csv
597,0,"cleric66 Question? Hasn't any other First Lady taken swipes at their opponent Party's presidential candidates? For goodness sake, this is a College Commencement speech show just a little class Michele. This again reveals her lack of grace and integrity as our nation's First Lady. ",hate_1_prepped.csv
598,1,"harrisonzayre @cleric66 The First Lady Man is just a little bit ticked off at The Donald because if he is elected, his wife will be 1 million times more celebrated than was Michael. He/she is green with envy. Don't doubt me!",hate_1_prepped.csv
599,1,obamahusein michele obama came out from Kitchen??Is beter to stay there and take brother Trumpet with her!!!,hate_1_prepped.csv
600,0,OSYM She gives a commencement speech at a college that has a 9.6% 4 year graduation rate. Well done.,hate_1_prepped.csv
601,0,rdennisuk @OSYM I think that is probably one more commencement speech than you have given,hate_1_prepped.csv
602,0,Joe Methuen @rdennisuk @OSYM OSYM's comment is relevant. Yours is not.,hate_1_prepped.csv
603,0,brando5 @rdennisuk @OSYM and 1 more then you have ever heard,hate_1_prepped.csv
604,1,"harrisonzayre @OSYM Well, you have to understand that black students can't be expected to understand things about American culture. Because they are from Africa and they don't speak the language. Also, slavery has kept them down, has shut them out, and has left them wholly unable to compete with others in society. And if you're buying this, be sure and let me know how to contact you so that I can show you some prime oceanfront property that I have available on the cheap in downtown Memphis Tennessee. You can have your choice of Atlantic or Pacific Ocean.",hate_1_prepped.csv
605,0,"sk5360 @harrisonzayre @OSYM dont forget the 20 TRILLION DOLLARS SPENT ON THE SOCIAL PROGRAMS ,SUPPOSE TO HELP THE DOWNTRODDEN BUT WENT TO LINE THE POCKET OF THOSE IN WASHINGTON.",hate_1_prepped.csv
606,0,"Felioness First of all she was only tapped to give a commencement speech because she was lucky enough to be married to the man who was not qualified to be POTUS, but was voted in anyway, twice. Either people who come to the US undercover illegally are breaking the law or not. Which is it Michelle? If they aren't criminals then why have immigration laws at all? At your suggestion of a wall being built to keep ""different"" people out, whey don't we just do away with the entire immigration dept. and save money and let everyone in that wants to come. The catch will be that they will be dumped in your new tony D.C. neighborhood, living next to you, going to school with your daughters, and coming over for coffee each morning. Then maybe you can be proud for the second time in your life of America. January 2017 can't come soon enough, bon voyage baby!",hate_1_prepped.csv
607,0,Kenneth851 The reason Trump supporters have such anger is the result of Michells husband.. ,hate_1_prepped.csv
608,0,suesman @Kenneth851 How much does the U.S. owe China ? That's HIS results. I'd keep my mouth shut if I were you.,hate_1_prepped.csv
609,0,"brando5 @suesman @Kenneth851 4 Trillion, not including 300,000 Million in interest per year..",hate_1_prepped.csv
610,1,"DarrenHorst This is what democrats have given us all through "" affirmative Action"" . A bunch of socialist libertards.. Minorities now hold more positions of power than the majority. What could possibly go wrong ?? (sarc)",hate_1_prepped.csv
611,0,Veracitywins This family is the worst to ever reside in the White House. Have they no shame? Obama who refused to apologize to Pearl Harbor victims apologizes to the country that killed them. What a most reprehensible act.,hate_1_prepped.csv
612,1,Dunsy I hear that this dude Michelle plows Bong hit Barry on a nightly basis,hate_1_prepped.csv
613,0,"PureUSA Truly unbelievable that a sitting president, and his wife, are taking shots at a nominee!! Yet another disgraceful action by our JV president. What a joke....",hate_1_prepped.csv
614,0,"moralesmd Married to the worst president in history of this country , she really should take a look around the WH and see how Oblunder the wonder has divided this country.",hate_1_prepped.csv
615,1,Tea4health Horse tooth jungle creaturrrrre!!,hate_1_prepped.csv
616,1,marco Moooooochel ought to be wiping not swiping her own $,hate_1_prepped.csv
617,1,Noosic That gutter trash has a lot of crust taking a swipe at anyone.,hate_1_prepped.csv
618,1,HollyWright She needs to focus on WIPING not SWIPING. ,hate_1_prepped.csv
619,1,"Duckyy No, get it right. It's not Michelle, but in reality MICHAEL Obama. She is a he. ",hate_1_prepped.csv
620,1,marco @Duckyy Is that the reason buckwheat pass the lgbt bill with the help of the other gay scotus for his dude.,hate_1_prepped.csv
621,1,"puliy @Duckyy So the transgender bathroom idea came to Obama from ""experience"" at home?",hate_1_prepped.csv
622,1,harrisonzayre @puliy @Duckyy When you don't know whether to stand or sit then you might not know where to take a… Dump!,hate_1_prepped.csv
623,0,"brando5 @Duckyy Makes sense now, I wondered why they always were on separate planes, the same person can't fly together..",hate_1_prepped.csv
624,1,drtimal No one cares what that race baiting ugly dude in a dress has to say.,hate_1_prepped.csv
625,0,"tiggerhare She is just as bad, if not worse than her husband. Good riddance to them both!",hate_1_prepped.csv
626,1,"wulfeman007 She also said Americans “don't build up walls to keep people out because we know that our greatness has always depended on contributions from people who were born elsewhere but sought out this country and made it their home."" SAYS THE OBIMBO THAT LIVES BEHIND WALLS AND ARMED GUARDS On Wednesday, her husband, President Obama, also entered the 2016 debate in a speech in Indiana, saying the “Republican nominee” has “crazy” ideas, including one to deport the roughly 11 million immigrants now living illegally in the United States. DEPORT EM ALL THEY ARE CRIMINALS THEY ARE NOT IMMIGRANTS THEY ARE CRIMINALS ",hate_1_prepped.csv
627,0,"Max567 Kind of sad that this show never has anything relevant to say. It's more like Joan Rivers critique of people she don't lie .... without the comedy. That's all these people do is critize people who they clearly just don't like. Somehow, I think I could find more relevant things to put on TV.",hate_1_prepped.csv
628,0,veteran_john Secret Service officer assigned to the White House during Bill Clinton’s presidency alleges that presumptive 2016 Democratic presidential nominee Hillary Clinton “lacks the integrity and temperament to serve in the office.,hate_1_prepped.csv
629,1,Spyderia I firmly believe Michelle Obama is a man. Honestly...,hate_1_prepped.csv
630,1,wulfeman007 @Spyderia BARRACK INSANE OBAMA HAS ALREADY HAD HIS NUTS CUT FOR HIS TRANSFORMATION AFTER HE LEAVES OFFICE ,hate_1_prepped.csv
631,1,drtimal @Spyderia You are firlmy Correct ! ,hate_1_prepped.csv
632,1,Spyderia Michelle Obama is a MAN. Everyone knows that.,hate_1_prepped.csv
633,0,Bernstein @Spyderia No. Only YOU and your Right Wing friends want us to believe that.,hate_1_prepped.csv
634,0,harrisonzayre @Bernstein @Spyderia Will,hate_1_prepped.csv
635,0,"jerseyan Your level of hate is without boundary...im positive that, even if you have 9 lives, you would have died 9 times from an heart failure before your wish comes true. your cynical argumebt leaves me cold !",hate_1_prepped.csv
636,0,Morrisbm94 These comments are insane. A lot of you have severely missed the point of her comment and used it as an excuse to just be hateful. Watch the video and see the context in which she made the statement.,hate_1_prepped.csv
637,1,mamahattheridge blacks Love being victims.,hate_1_prepped.csv
638,0,Bernstein @mamahattheridge After victimizing them for more than 300 years (and continue to victimize them) what do you expect?,hate_1_prepped.csv
639,1,wulfeman007 @Bernstein @mamahattheridge THE AFRICAN BLACKS HAVE BEEN VICTIMS OF BLACKS FOR LONGER THEN THAT THE BLACKS SOLD THE BLACKS AS SLAVES THE PEOPLE HERE NOW HAVE NEVER BEEN SLAVES OR VICTIMS ,hate_1_prepped.csv
640,0,"Heatermacdaddy She was not a slave, nor does she know any. All races have been mistreated or enslaved at some point in history. I am of Irish descent but I don't obsess about the English rule. I also have Cherokee blood, but I rarely think about how they were treated. Move on and stop using this as a political card. The President has no documented slaves in his family.",hate_1_prepped.csv
641,0,"prissy7 My only wish for them is one day they lose everything they have and have to live in a tent like most of Americans has to do thanks to his wonderful economy and open borders, I don't know how they can hold their head high and look Americans in the face.",hate_1_prepped.csv
642,0,"jerseyan @prissy7 Your level of hate for these people is without boundaries ..with this level of HATE, im sure, that even if you have 9 lives, you would die from a heart failure 9 times before your wish come true",hate_1_prepped.csv
643,0,jerseyan @prissy7 You will die from a heart attack before ths happens,hate_1_prepped.csv
644,0,harrisonzayre @jerseyan @prissy7 Sister Cleo?? Is that you?,hate_1_prepped.csv
645,0,WhitWhitneyWhite @harrisonzayre @jerseyan @prissy7 cleo should have SEEN this coming,hate_1_prepped.csv
646,0,"dt63944 How impressive. She marries someone who occupies and degrades the office of President and she thinks her spiteful character is suddenly empowered. Someone else did all the work to give her that moocher pulpit. There are a lot of people who have earned their place in the world; she went from cherrypicking patients in a Chicago hospital at a salary far above her worth, to this. No hate-speech from her, especially in a setting she didn't earn, is going to change what she is.",hate_1_prepped.csv
647,0,"Tpartypatriot101 There are simple facts that most normal people do not wake up every morning remembering. I am Slavic; I don't wake up every morning realizing my predecessors were slaves. This was perhaps one of the most divisive statements she has uttered, especially after 7 1/2 years of opportunities to make hope and change. Obama and Michelle have been utter failures, now leaving this Country in worldwide disarray with multiple enemies on several new fronts!",hate_1_prepped.csv
648,1,LiberalsHateWomenAndBlacks @Tpartypatriot101 Lithuanian here...with a g-grandmum enslaved by the czar to teach their soon to be dead kids and a 10% Cherokee that predated the Trail of Tears and Irish and Scottish and maybe even some Jew...but that might just be the inherited nose yet every day we are all regarded as slave owners that need to murderedf by the racist liberal Nazis,hate_1_prepped.csv
649,0,rabcor The first lady falls not far from her husband,hate_1_prepped.csv
650,0,BeauCharles Don't suppose she watched the attacks on Trump rally attendees in San Jose by the mob of Hillary and Bernie supporters.,hate_1_prepped.csv
651,0,lestar @BeauCharles life is all about her. so she didn't give it a glance ,hate_1_prepped.csv
652,0,"dt63944 @lestar @BeauCharles Her life is all about her. Her ""husband's"" life is all about his. What a pair.",hate_1_prepped.csv
653,0,connpolitics @BeauCharles Sure she did and she was cheering for the rioters,hate_1_prepped.csv
654,1,wulfeman007 @connpolitics @BeauCharles SHE WAS HOPING SOME WHITE COP GOT KILLED,hate_1_prepped.csv
655,0,"MarshallGibson I wonder if Egyptian Africans wake up everyday obsessed by the fact that Hebrew slaves built the Pyramids?? Somebody should stage some protests over there. Throw some eggs, maybe. Maybe Israel can press Egypt for reparations. It's only been about 4 thousand years.",hate_1_prepped.csv
656,0,rabcor @MarshallGibson No. They will protest commemorating the Jews leaving Egypt.,hate_1_prepped.csv
657,1,"MarshallGibson @rabcor @MarshallGibson I don't know why the Obummers aren't all over that one. You know, being 'African' and all.",hate_1_prepped.csv
658,1,"dawndale If she doesn't like living in a house ""built by slaves"" then she should move out. The hypocrisy that fills the life of Obama and his wife is too great for either of them to throw darts at anyone else. Does she allow their daughters to use the same bathroom as the males use? Of course not, and not just because they are daughters of the president. She would not allow it but they don't care about the daughters of families. If Mrs. Obama was smart, she would stop pointing fingers at others.",hate_1_prepped.csv
659,0,dt63944 @dawndale Then she'll be pointing fingers at everyone for a very long time.,hate_1_prepped.csv
660,0,"MarshallGibson Quote of The Day; ""Protests and racism weren't on the front page every day 8 years ago""",hate_1_prepped.csv
661,0,Archangeljack Her time might be better spent packing.,hate_1_prepped.csv
662,0,PaleRider55 @Archangeljack ...not as much as you think since Hillary will be moving in...,hate_1_prepped.csv
663,0,howard123 @PaleRider55 @Archangeljack ... to prison.,hate_1_prepped.csv
664,1,wulfeman007 @howard123 @PaleRider55 @Archangeljack OBAMA WILL BE HER CELLMATE AFTER HE HAS THE OPERATION ,hate_1_prepped.csv
665,0,"PurelyRational While Barack is rapidly going gray and looking tired, Michelle and the girls just keep getting more attractive.",hate_1_prepped.csv
666,1,connpolitics @PurelyRational Time for a vision check Mooch is looking more like Aunt Esther every day,hate_1_prepped.csv
667,0,wulfeman007 @PurelyRational U NEED A VISION CHECK U MUST HAVE CATARACTS ,hate_1_prepped.csv
668,0,Thethirdeye Trump is clearly getting to the dems Don't worry moochel Trump will never sexually harass you when he gets in the white house But watch out for billy. He might,hate_1_prepped.csv
669,0,PaleRider55 @Thethirdeye ...no but Trump's daughter better watch out...forTrump....,hate_1_prepped.csv
670,1,chickabalter F THIS RACIST USELESS BEAST,hate_1_prepped.csv
671,0,"Bernstein @chickabalter Funny when white racists who have a long history of lynching, abusing, and murdering Black people call Black people racist.",hate_1_prepped.csv
672,1,WhitWhitneyWhite @Bernstein @chickabalter You have never been a slave and I have never owed one !,hate_1_prepped.csv
673,1,"EhBuggh Remember this tramp is part of the most TRANSPARENT administration EVER !!! Maybe she can play the ""race card"" again ???? ",hate_1_prepped.csv
674,1,EhBuggh More proof that the democRATS know they're in trouble.. Hey Moochelle keep you pie hole shut !!!!!,hate_1_prepped.csv
675,0,"storm46 I visit this thread once in a while and see that the CONs have nothing but to call names and continue to roll in their gutter. I would think that the CONs would grow up someday, but that is only wishful thinking.",hate_1_prepped.csv
676,0,"PurelyRational @storm46 But to be fair, when your long suits are hatred, racism, and vitriol, you play them...over and over over again.",hate_1_prepped.csv
677,0,elfonshelf @storm46 hard to have respect for someone who in a multi 6 figure a year job in an Chicago hospital....was on the committee that worked on a poor patient dumping scheme.,hate_1_prepped.csv
678,0,PurelyRational @elfonshelf @storm46 Did you notice that you cited no sources for that silly comment? We did.,hate_1_prepped.csv
679,0,elfonshelf @PurelyRational @elfonshelf @storm46did you notice that you have a toolbar and the world is open for you to educate yourself...if you can type? go look it up.,hate_1_prepped.csv
680,0,"PurelyRational @elfonshelf Oh, no need to apologize. But you started this, after all. You made the comment, so it's up to you to support it. This was covered in 8th grade debate class. Anything else I can help you with today?",hate_1_prepped.csv
681,0,Jaded4u @PurelyRational @elfonshelf @storm46You're welcome. Let me know if you need more examples.,hate_1_prepped.csv
682,0,"dt63944 @PurelyRational @elfonshelf @storm46""We""? LOL",hate_1_prepped.csv
683,0,elfonshelf @storm46 and storm....try and recall how the left name called and rolled in the gutter...as you say.....over Palin. so democrat women deserve respect....why?,hate_1_prepped.csv
684,0,dt63944 @storm46 Read the topic in question before you blame others for reacting - or is that too much work?,hate_1_prepped.csv
685,0,PaleRider55 LOL...Not only are you all going to get Hillary...you're going to get Bill too...,hate_1_prepped.csv
686,0,"MarshallGibson @PaleRider55 Great. A President who was impeached. Maybe his wife can set a new record by getting impeached also. ""The Dynamic Duo""",hate_1_prepped.csv
687,1,Loring4evr First Lady ?? Are you serious ?? Looks like a retired linebacker of the NFL....,hate_1_prepped.csv
688,1,indios Nothing but bitter words from the Skunk-ape. No surprise there.,hate_1_prepped.csv
689,0,vcdave Sigh. She's not much of a First Lady is she?,hate_1_prepped.csv
690,0,AvantAurora @vcdave Nope. More of an embarrassment than anything.,hate_1_prepped.csv
691,0,PurelyRational @vcdave But we will agree she's not as vacuous as Nancy Reagan.,hate_1_prepped.csv
692,0,"dt63944 @PurelyRational @vcdave I don't know what you are, but you'll obviously never be anywhere near as good a person as she was. Stop while you are behind.",hate_1_prepped.csv
693,0,"Fones Nothing the Obama gang does is a surprise any longer. Hillary promises (if elected) to continue the 'progress'. Trump, with his gaffes, is a far better bet to do some good things in Obama's nasty wake.",hate_1_prepped.csv
694,1,GoColtsBlue Name it after a gay pedophile? Not the smartest thing to do. I couldn't care less if he founded the Navy. You don't honor someone like that by naming ANYTHING after them,hate_1_prepped.csv
695,1,"LibertyFreaq You mean the pedophile Harvey Milk? That one? Name a whole ship after a pedophile, wow. ",hate_1_prepped.csv
696,0,"mikekley Being ex-Navy, this is disgusting to me. ""Other than honorable"" discharge should have eliminated his name from possible choices.",hate_1_prepped.csv
697,0,sourpickle Coming soon: The USS Micheal Brown,hate_1_prepped.csv
698,0,TheWhiteDevil @sourpickle The good ship Lollypop?,hate_1_prepped.csv
699,0,sourpickle @TheWhiteDevil @sourpickle Flying the Rainbow Flag.,hate_1_prepped.csv
700,0,buffaloguy I guess the Navy doesn't have any more deserving sailors they can honor. This political correctness is going to destroy one of the few remaining government organizations that still have some respect from the public.,hate_1_prepped.csv
701,0,mikekley @buffaloguy Good comment!,hate_1_prepped.csv
702,0,Digger70chall @buffaloguy you'll notice Fox didn't bother to mention the earlier ceremony the same day in Camp Pendleton naming a ship after MoH John Basilone (second ship named after him and it's a real warship DDG) Guess that wouldn't play into the narrative though huh?,hate_1_prepped.csv
703,0,"capthis They are also in the process of changing the Navy Fight song from ""Anchors Away"" to ""In The Navy"" by the Village People!",hate_1_prepped.csv
704,1,"blue88s Welcome aboard the USS Milk, sailor! Seriously. I think the USS J. Christopher Stevens, the USS Tyrone Woods, the USS Glen Doherty, or the USS Sean Smith...American heroes who died for America instead of for their lifestyle, deviant or not, would be better able stomached. ",hate_1_prepped.csv
705,0,puleeze Will they make a backdoor deal to get it commissioned?,hate_1_prepped.csv
706,0,MrBungle1 USNS Harvey Milk. Aft boarding only. ,hate_1_prepped.csv
707,1,JustSayNOtoDemocrats The muslims will make an extra effort to blow it up,hate_1_prepped.csv
708,0,MrBungle1 Jeffrey Dahmer was in the Army. How about naming a base after him?,hate_1_prepped.csv
709,1,JustSayNOtoDemocrats USS PERVERSION,hate_1_prepped.csv
710,1,MortisDei I don't understand. Isn't the Navy gay enough already?,hate_1_prepped.csv
711,1,"ChristKiller Just like Milk, this ship will be full of sea-men. ",hate_1_prepped.csv
712,0,"daisman Pathetic! If I was in the Navy when the ship comes out, I'd refuse to serve on it! This guy was no military anything, never served! Not a key United States government person, just a local nobody! Pathetic!",hate_1_prepped.csv
713,0,"mikekley @daisman He served in the Navy for 4 years, but was forced out with an ""Other than honorable"" discharge. Shouldn't we be naming ships after people who received an honorable discharge at the very minimum??",hate_1_prepped.csv
714,1,SUCHAJOKE USS MILK................. IT'S A FERRY............... I MEAN FAIRY !,hate_1_prepped.csv
715,0,MrBungle1 Is it going to be crewed by the Village People? ,hate_1_prepped.csv
716,1,SunnySanSal Fleet Auxiliary General. F.A.G.,hate_1_prepped.csv
717,1,"turtletank So, it's a ship that oils up other ships and hauls away their effluence? I guess, if you have politicians this determined to name a ship after a rumpranger an oiler is the best option.",hate_1_prepped.csv
718,0,SheltonWA I'll bet San Francisco is watering at the mouth to get it there for Fleet Week.,hate_1_prepped.csv
719,0,truthishere @SheltonWA it will take a tsunami to wash the taste out of San Fran's bay,hate_1_prepped.csv
720,0,Tygher Good to see the Conservative hate machine rev up. Keep it up Cons--- you're quickly becoming irrelevant. Or is this the Christ-like behavior you're always talking about?,hate_1_prepped.csv
721,0,"truthishere @Tygher sorry tighter, this is just meanness today, I haven't seen any evangelizing here; must be tomorrow ",hate_1_prepped.csv
722,0,Tygher @truthishere @Tygher Could you translate that into English for the rest of us?,hate_1_prepped.csv
723,1,"turtletank @Tygher Even if you define your life by a bad habit, it's still a bad habit. To define anyone by a sexual proclivity dismisses their free will out of hand.",hate_1_prepped.csv
724,0,"Windvane60 @Tygher No hatred by us-we just don't like Liberal/Lamocrats,like you.Maybe you should head down to Orlando.",hate_1_prepped.csv
725,1,whybotherwithliberals How embarrassing for the Navy ....and America. Liberals have gleefully embraced every known perversion and deviance and are angry that sane people refuse to accept their sickness as 'normal'. Liberals - the very worst among us. Liberalism - America's greatest enemy.,hate_1_prepped.csv
726,1,puleeze They're planning to paint it pink with lace around the deck!,hate_1_prepped.csv
727,0,"stldsf1 @whybotherwithliberals I find the pure hate the flows through the keyboards of the Fox ""Christians"" to be far more disgusting than anything Harvey Milk ever did",hate_1_prepped.csv
728,1,"turtletank @stldsf1 @whybotherwithliberals Buttsex is a bad habit, not a life style.",hate_1_prepped.csv
729,0,stldsf1 @turtletank @stldsf1 @whybotherwithliberals Whats it like living in 1912?,hate_1_prepped.csv
730,0,turtletank @stldsf1 @turtletank @whybotherwithliberals With all the nasty old STDs that are now drug resistant the libidinous are going to learn about chastity the hard way. A shot won't fix it anymore.,hate_1_prepped.csv
731,0,mikekley @whybotherwithliberals Couldn't agree more. Great comment!,hate_1_prepped.csv
732,1,ron12 Obama immediately called the Commander of the ship to ask him about the status of the transgender bathrooms.,hate_1_prepped.csv
733,0,SamPatch @ron12 That wasn't even a good try gomer.,hate_1_prepped.csv
734,0,"casey6511 Harvey died of HIV. So did his partner, I believe.",hate_1_prepped.csv
735,1,truthishere @casey6511 hahahahahahahahahahahahahahahaha ,hate_1_prepped.csv
736,0,Tygher @casey6511 Harvey was shot by a co-worker who hated gays. Even a quick google search would show that. But perhaps you prefer lying?,hate_1_prepped.csv
737,0,truthishere @Tygher @casey6511 hahahahahahahaha,hate_1_prepped.csv
738,0,turtletank @Tygher @casey6511 He was shot by a political rival Democrat.,hate_1_prepped.csv
739,0,truthishere @turtletank @Tygher @casey6511 who didn't get the bathroom heel clicking,hate_1_prepped.csv
740,0,Tygher @truthishere @turtletank @Tygher @casey6511 Talking about Republican Larry Craig?,hate_1_prepped.csv
741,0,SamPatch @casey6511 So you believe made up stories.... thanks for sharing that.,hate_1_prepped.csv
742,0,hashman53 I pity the sailors that are assigned to the ship. ,hate_1_prepped.csv
743,1,truthishere The Iranians will just throw it off of a building when their patrol boats capture it,hate_1_prepped.csv
744,1,"Unidentified743 Welp, I guess this is the end of the US Navy as history has known it previously. It used to be a place where young boys went to learn how to be men. Now I guess it's a place where young gay boys go to meet other young gay boys. We must be a laughing stock. ",hate_1_prepped.csv
745,0,"Tygher @Unidentified743 I don't know about ""we,"" but I'll agree that you're a laughing stock.",hate_1_prepped.csv
746,0,SamPatch @Unidentified743 Its still the same Navy. Stop being a drama queen.,hate_1_prepped.csv
747,1,Anthonyhantonh Did the Village people sing at the naming. LOL What a joke.,hate_1_prepped.csv
748,0,MrBungle1 @anthonyhantonh Yeah that was a big black eye for the Navy when the Village People filmed a homoerotic video on one of their destroyers. ,hate_1_prepped.csv
749,0,"WiltonManors Nothing like a good gay article to bring out the ""conservative"" dinosaurs. The beauty is - conservatives lost. On gay rights, on your candidates, on everything that counts. Because extremist conservatives are a hate fringe group. Nothing more. ",hate_1_prepped.csv
750,0,Usmellbad @WiltonManors GFY!!,hate_1_prepped.csv
751,0,WiltonManors @Usmellbad @WiltonManors I know. Great isn't it.,hate_1_prepped.csv
752,0,WaterIsWet @WiltonManors Remember Greece and those gays in the second century BC....you regressives . ,hate_1_prepped.csv
753,0,"WiltonManors8 @WaterIsWet @WiltonManors Remember christians and the Roman Empire? When christians took over, the empire fell. ",hate_1_prepped.csv
754,0,TheImmortalOne @WiltonManors @WaterIsWet That's not even factually accurate lol WTH are you even talking about,hate_1_prepped.csv
755,1,jeremiah333 @WiltonManors I beg to differ. The Hillary supporters are one huge hate group.,hate_1_prepped.csv
756,1,TheImmortalOne @WiltonManors So that means you support pedophiles? Way to go lol You must be so proud,hate_1_prepped.csv
757,1,casey6511 @WiltonManors Gay Rights don't count- sorry!,hate_1_prepped.csv
758,1,ron12 @WiltonManors Gays are hetero phobic.,hate_1_prepped.csv
759,0,"jackww This is so sad. I can't believe how much our country has imploded in the past eight years. Unfortunately, it looks like more of the same coming up. ",hate_1_prepped.csv
760,0,"ChrisJ2016 @jackww Sure you don't want to go back any further? I am sure this didn't start in the last 8 years, but I see what you're trying to do.",hate_1_prepped.csv
761,1,"Hellisforever1 So this guy was in the Navy and gay. But because he was ""really gay"" and outspoken we named a Fu_kin ship after him? ",hate_1_prepped.csv
762,1,TheImmortalOne @Hellisforever1 and he was a pedo,hate_1_prepped.csv
763,0,Windvane60 Makes me glad I didn't serve aboard a tanker.The USN has really gone down hill.,hate_1_prepped.csv
764,1,"my_thoughts As a Navy Veteran I find this deplorable! What happened to the U.C.M.J. that we were held accountable too? I guess when Bill Clinton came in office and implemented ""Don't Tell, Don't Ask"" any thing that had to do with homosexuality or beastity went out the window. And now with Obama in office ANYTHING goes. Our once great Country has turned into a cesspool of Liberals.",hate_1_prepped.csv
765,0,humbled @my_thoughts Liberals who won't serve honorably.,hate_1_prepped.csv
766,0,SamPatch @humbled @my_thoughts Like Trump.,hate_1_prepped.csv
767,0,humbled @SamPatch @humbled @my_thoughts Like Clinton,hate_1_prepped.csv
768,0,SamPatch @humbled @SamPatch @my_thoughts Back then women didn't serve in the military much.,hate_1_prepped.csv
769,0,truthishere @SamPatch @humbled @my_thoughts Chelsea can ,hate_1_prepped.csv
770,0,truthishere @humbled @SamPatch @my_thoughts Clintons ,hate_1_prepped.csv
771,0,"SamPatch @truthishere @humbled @SamPatch @my_thoughts I could care less about billy boy, he isn't running.",hate_1_prepped.csv
772,0,truthishere @SamPatch @truthishere @humbled @my_thoughts in the shadows ,hate_1_prepped.csv
773,0,SamPatch @truthishere @SamPatch @humbled @my_thoughts Your tinfoil hat has slipped off and the rays are getting in again.,hate_1_prepped.csv
774,1,"CarryingConcealed @SamPatch - We're not talking about Trump, we're talking about you f*ggots.",hate_1_prepped.csv
775,0,dinsmo81 We've never needed someone to make America Great Again more so than right now.,hate_1_prepped.csv
776,0,WiltonManors @dinsmo81 But Trump isn't a religious fanatical conservative. Do you think he really cares about the anti-gay agenda?,hate_1_prepped.csv
777,0,humbled Brought to you by William Jefferson Clinton.,hate_1_prepped.csv
778,0,ncf8710 Perhaps they can use it as a target ship for torpedo trials.,hate_1_prepped.csv
779,1,reallynoway1 these are the people leading us. people who would light up the white house with the gay flag. people who want our country invaded by sharia law pushing islamists. Obama hated this country and only served to turn it around toward destruction,hate_1_prepped.csv
780,0,"humbled @reallynoway1 No, I think Obama thought he would make this country in his own image.",hate_1_prepped.csv
781,1,AlanASF Milk has sexual relations with multiple male enlisted men and is forced out of the Navy with a less than honorable discharge. His reward for his unacceptable conduct is he gets a ship named after him for his political activities in San Francisco. No wonder our military is in such a mess. ,hate_1_prepped.csv
782,0,ABCD Navy Secretary Ray Mabus; LMAO!,hate_1_prepped.csv
783,0,EyeseeIt America is fast becoming a failed state.,hate_1_prepped.csv
784,0,"Tygher @EyeseeIt So get out, traitor.",hate_1_prepped.csv
785,0,Windvane60 @Tygher @EyeseeIt How is Eyeseeit a traitor ?,hate_1_prepped.csv
786,0,tpiper @Tygher @EyeseeIt GFY!,hate_1_prepped.csv
787,0,Windvane60 @EyeseeIt Correction; IS a failed state.,hate_1_prepped.csv
788,0,"Tygher @Windvane60 @EyeseeIt So get out, traitor.",hate_1_prepped.csv
789,0,humbled @Tygher @Windvane60 @EyeseeIt Who are you?,hate_1_prepped.csv
790,0,"Tygher @humbled @Tygher @Windvane60 @EyeseeIt I woke up in a Soho doorway, a policeman knew my name. He said ""You can go sleep at home tonight if you can get up and walk away."" I slipped back to the Underground and the breeze blew back my hair. I remember throwing punches around and preaching from my chair. Well, who are you?",hate_1_prepped.csv
791,0,"Windvane60 @Tygher @Windvane60 @EyeseeItTygher;Something I sure you""ll enjoy; G.F.Y.",hate_1_prepped.csv
792,0,Tygher @Windvane60 @Tygher @EyeseeIt Thanks for admitting you lost this argument.,hate_1_prepped.csv
793,0,"Windvane60 @Tygher @Windvane60 @EyeseeIt The only thing lost here is your manhood and dignity.Mine is very much in tact,Fudgepounder.",hate_1_prepped.csv
794,0,"Tygher @Windvane60 @Tygher @EyeseeIt Aww, how adorable! You're so sure you've lost the argument, you're upping the ante on the rude insults. How very sad.",hate_1_prepped.csv
795,0,"Windvane60 @Tygher @Windvane60 @EyeseeIt So long,Fairy.",hate_1_prepped.csv
796,0,"Windvane60 @Tygher @Windvane60 @EyeseeItUSN,Vietnam combat vet,Mekong.Honorable Discharge,Purple Heart,etc.etc.What's been YOUR service to America,Pogeybait ?",hate_1_prepped.csv
797,0,TheImmortalOne To all the lying liberals who keep saying he was Honorably discharged. Britannica.com/biography/Harvey-Milk Not according to Harvey he wasn't.,hate_1_prepped.csv
798,0,SamPatch @TheImmortalOne And military records don't support his claim. Like any politician he was pandering for sympathy and votes.,hate_1_prepped.csv
799,0,"IndictHillary Sorry, Navy, but this is just wrong! There must be numerous homosexuals who have served our country with distinction and not been given a ""less than honorable"" discharge. The ship could have been named after one of them.",hate_1_prepped.csv
800,1,dinsmo81 @IndictHillary Or at least ones that didn't openly brag about their pedophilia exploits,hate_1_prepped.csv
801,0,SamPatch @IndictHillary He was honorably discharged. Go to the United States Naval Institute site and read for yourself.,hate_1_prepped.csv
